Batch Size,Activation,Hidden Size,Num Layers,Dropout,Learning Rate,Epochs,MSE,RMSE,MAE,MAPE,R2
32,leaky_relu,192,2,0.1,0.0001,100,8.491984367370605,2.9141009535310554,2.2355144023895264,12.339869141578674,0.7747936248779297
64,leaky_relu,256,2,0.2,0.0001,100,8.66012954711914,2.9428098047816715,2.2523717880249023,12.542383372783661,0.7703344821929932
64,relu,192,3,0.2,0.0001,100,8.692198753356934,2.94825350900443,2.247313976287842,12.30272576212883,0.7694839835166931
64,elu,384,3,0.2,0.0005,100,8.700350761413574,2.9496356997794786,2.2520155906677246,12.97101229429245,0.7692677974700928
64,relu,192,3,0.1,0.0001,100,8.840165138244629,2.9732415203351086,2.276362180709839,12.512005865573883,0.7655599117279053
64,elu,256,3,0.2,0.0005,100,9.028007507324219,3.0046642919508026,2.2944509983062744,13.14903199672699,0.7605783939361572
64,elu,384,3,0.2,0.0007,100,9.040385246276855,3.0067233404949074,2.298949956893921,13.196927309036255,0.7602501511573792
32,elu,256,3,0.1,0.0001,100,9.062445640563965,3.0103896160736348,2.316028594970703,13.031011819839478,0.7596650719642639
32,elu,384,2,0.2,0.0005,100,9.067157745361328,3.01117215472004,2.310101270675659,13.353043794631958,0.7595401406288147
64,elu,256,2,0.2,0.0005,100,9.265541076660156,3.0439351301662385,2.3303754329681396,13.456274569034576,0.7542790174484253
64,leaky_relu,192,3,0.2,0.0001,100,9.288043022155762,3.0476290821154337,2.33280873298645,12.764041125774384,0.7536822557449341
32,elu,384,3,0.2,0.0007,100,9.36667537689209,3.060502471309587,2.34224009513855,13.36551159620285,0.7515969276428223
64,elu,256,3,0.2,0.0007,100,9.395180702209473,3.0651559017788106,2.34934663772583,13.481466472148895,0.7508410215377808
32,elu,192,3,0.2,0.0007,100,9.411681175231934,3.0678463415288473,2.3474321365356445,13.472607731819153,0.7504034042358398
64,elu,384,2,0.2,0.0005,100,9.420251846313477,3.0692428783518384,2.3490171432495117,13.605596125125885,0.7501761317253113
64,elu,256,2,0.2,0.0007,100,9.4318208694458,3.0711269705835673,2.3556230068206787,13.560089468955994,0.7498693466186523
32,elu,256,3,0.2,0.0007,100,9.487478256225586,3.080175036621391,2.360144853591919,13.483551144599915,0.7483932971954346
32,elu,256,2,0.2,0.0007,100,9.75357437133789,3.1230713042352862,2.398008346557617,13.83187472820282,0.741336464881897
64,elu,384,2,0.2,0.0007,100,9.927433013916016,3.150782920785882,2.420733690261841,14.014676213264465,0.7367256879806519
32,elu,384,2,0.2,0.0003,100,10.124025344848633,3.1818273593720687,2.454988956451416,14.139842987060547,0.7315121293067932
32,elu,384,2,0.2,0.0007,100,10.132464408874512,3.183153217938859,2.4626996517181396,14.278286695480347,0.7312883138656616
32,elu,192,2,0.2,0.0003,100,10.277425765991211,3.205842442477673,2.477856397628784,14.34025913476944,0.7274439930915833
32,elu,256,3,0.2,0.0005,100,10.302774429321289,3.2097935181754744,2.4548940658569336,14.080686867237091,0.7267717123031616
32,elu,192,2,0.2,0.0007,100,10.661080360412598,3.2651309867159384,2.5162153244018555,14.451409876346588,0.7172695398330688
64,relu,192,2,0.2,0.0001,100,10.665022850036621,3.265734657016185,2.492666006088257,13.493050634860992,0.7171649932861328
64,relu,384,3,0.1,0.0001,100,10.683725357055664,3.268596848351853,2.507991075515747,13.532525300979614,0.716668963432312
64,leaky_relu,256,2,0.1,0.0001,100,10.77100944519043,3.2819216086296805,2.5230517387390137,13.677197694778442,0.7143542170524597
64,elu,192,3,0.2,0.0007,100,10.818717002868652,3.289181813592653,2.5134167671203613,14.302507042884827,0.7130889892578125
32,elu,192,3,0.2,0.0003,100,10.933141708374023,3.3065301614190705,2.5535497665405273,14.702042937278748,0.7100545167922974
64,relu,256,2,0.1,0.0001,100,10.946526527404785,3.3085535400541404,2.5428578853607178,13.779875636100769,0.7096995115280151
64,leaky_relu,192,3,0.1,0.0001,100,11.112136840820312,3.3334871892389675,2.5729756355285645,13.910466432571411,0.7053075432777405
64,relu,192,2,0.1,0.0001,100,11.143217086791992,3.3381457557740033,2.571819543838501,13.939063251018524,0.7044832706451416
64,relu,256,2,0.2,0.0001,100,11.2054443359375,3.347453410570116,2.5794148445129395,13.990895450115204,0.7028330564498901
32,elu,384,2,0.1,0.0001,100,11.210710525512695,3.3482399145689508,2.587908983230591,14.402985572814941,0.7026934027671814
32,elu,256,2,0.2,0.0005,100,11.210773468017578,3.348249313897873,2.584667682647705,14.781928062438965,0.7026916742324829
64,leaky_relu,256,3,0.2,0.0001,100,11.455127716064453,3.38454246775904,2.619436025619507,14.192861318588257,0.6962114572525024
64,elu,384,2,0.1,0.0001,100,11.542557716369629,3.397433989994453,2.632258653640747,14.626072347164154,0.6938928365707397
64,leaky_relu,192,2,0.2,0.0001,100,11.560020446777344,3.4000030068776916,2.630858898162842,14.307710528373718,0.693429708480835
32,elu,384,3,0.2,0.0003,100,11.644904136657715,3.412463060116214,2.6411244869232178,14.883799850940704,0.6911786198616028
32,elu,192,2,0.1,0.0001,100,11.669422149658203,3.416053592913642,2.6494038105010986,14.705032110214233,0.690528392791748
32,leaky_relu,256,2,0.2,0.0001,100,11.68705940246582,3.418634142821636,2.6443374156951904,14.355455338954926,0.6900606751441956
32,elu,192,2,0.1,0.0003,100,11.694493293762207,3.4197212304166267,2.6507840156555176,14.717386662960052,0.6898635625839233
32,elu,256,2,0.1,0.0001,100,11.699499130249023,3.4204530592085347,2.6538729667663574,14.713960886001587,0.6897307634353638
32,elu,192,3,0.1,0.0001,100,11.743456840515137,3.42687274939049,2.6590678691864014,14.723245799541473,0.6885650157928467
64,leaky_relu,192,2,0.1,0.0001,100,11.74726676940918,3.4274285943560048,2.6590168476104736,14.424130320549011,0.6884639859199524
32,elu,192,3,0.2,0.0005,100,11.855957984924316,3.443248173589048,2.6692676544189453,15.13475775718689,0.6855815052986145
64,elu,192,3,0.2,0.0005,100,11.892550468444824,3.4485577374381924,2.6725950241088867,15.112809836864471,0.6846110820770264
64,elu,384,2,0.2,0.0003,100,11.912220001220703,3.4514084083487866,2.6881039142608643,15.159612894058228,0.6840894222259521
64,elu,384,3,0.1,0.0001,100,11.932467460632324,3.454340379961466,2.681899070739746,14.809592068195343,0.6835525035858154
32,elu,256,3,0.2,0.0003,100,11.985969543457031,3.4620759008804285,2.678388833999634,15.069115161895752,0.6821336150169373
64,elu,192,2,0.1,0.0003,100,12.002232551574707,3.4644238412143955,2.692549228668213,14.916813373565674,0.6817023158073425
64,elu,192,3,0.1,0.0001,100,12.039131164550781,3.4697451152139087,2.7008864879608154,14.94571715593338,0.6807237863540649
64,elu,256,3,0.1,0.0001,100,12.088839530944824,3.4769008514688515,2.7069222927093506,14.98025357723236,0.6794055104255676
64,elu,192,2,0.1,0.0001,100,12.163476943969727,3.487617660233089,2.717656135559082,15.092888474464417,0.6774260997772217
64,elu,192,2,0.2,0.0007,100,12.17334270477295,3.4890317718205073,2.7240140438079834,15.392695367336273,0.6771644949913025
64,elu,192,3,0.2,0.0003,100,12.208818435668945,3.4941119666760745,2.717543125152588,15.331967175006866,0.6762236952781677
64,elu,256,2,0.1,0.0001,100,12.321160316467285,3.510151038982124,2.750669479370117,15.25467038154602,0.6732444167137146
64,elu,256,2,0.2,0.0003,100,12.568537712097168,3.5452133521266624,2.7734649181365967,15.66736102104187,0.6666839718818665
32,elu,192,2,0.2,0.0005,100,12.600526809692383,3.549722074992968,2.7778263092041016,15.753310918807983,0.6658356189727783
64,elu,256,3,0.2,0.0003,100,12.608843803405762,3.5508933810248036,2.7903294563293457,15.811863541603088,0.6656150817871094
64,elu,192,2,0.2,0.0005,100,12.638096809387207,3.5550100997588188,2.7837607860565186,15.7584547996521,0.6648392677307129
32,elu,384,3,0.2,0.0001,100,12.676758766174316,3.5604436192944156,2.793126344680786,15.804091095924377,0.6638139486312866
32,elu,256,2,0.2,0.0003,100,12.739477157592773,3.5692404174547803,2.7981956005096436,15.90707153081894,0.6621506810188293
64,elu,384,3,0.2,0.0001,100,12.751748085021973,3.5709589867459934,2.8030714988708496,15.789975225925446,0.6618252992630005
64,elu,192,2,0.2,0.0003,100,12.839188575744629,3.5831813484311157,2.808997869491577,15.940181910991669,0.6595063209533691
32,elu,192,2,0.2,0.0001,100,12.929691314697266,3.5957879963503503,2.824754238128662,16.03175550699234,0.6571062207221985
32,elu,256,2,0.2,0.0001,100,12.957367897033691,3.599634411580389,2.8261473178863525,16.0550057888031,0.6563722491264343
64,elu,384,2,0.2,0.0001,100,13.007376670837402,3.6065740905792305,2.8350751399993896,16.08729660511017,0.6550460457801819
64,elu,256,3,0.2,0.0001,100,13.008440017700195,3.6067215054256954,2.832322120666504,16.035661101341248,0.6550178527832031
64,elu,256,2,0.2,0.0001,100,13.014832496643066,3.607607586288047,2.8414666652679443,16.104474663734436,0.6548483371734619
32,elu,384,2,0.2,0.0001,100,13.041520118713379,3.611304489891898,2.846611976623535,16.17998033761978,0.6541405320167542
32,elu,256,3,0.2,0.0001,100,13.07088851928711,3.6153683794721543,2.842397689819336,16.140325367450714,0.6533616781234741
64,elu,192,2,0.2,0.0001,100,13.097204208374023,3.6190059696516146,2.84822678565979,16.186155378818512,0.6526638269424438
64,elu,192,3,0.2,0.0001,100,13.106993675231934,3.6203582247109103,2.8575549125671387,16.193583607673645,0.6524041891098022
32,elu,192,3,0.2,0.0001,100,13.139555931091309,3.624852539220224,2.854435920715332,16.173233091831207,0.6515406370162964
