Batch Size,Activation,Hidden Size,Num Layers,Dropout,Learning Rate,Epochs,MSE,RMSE,MAE,MAPE,R2
64,leaky_relu,192,2,0.2,0.0003,100,7.840667724609375,2.8001192339986836,2.1247940063476562,11.821725219488144,0.7920664548873901
32,elu,192,2,0.1,0.0003,100,7.866024017333984,2.804643295917323,2.1107869148254395,12.006258219480515,0.791394054889679
64,elu,192,2,0.1,0.0005,100,7.983291149139404,2.8254718453984644,2.1437528133392334,12.211333960294724,0.7882841229438782
64,elu,192,3,0.1,0.0003,100,8.08090591430664,2.842693426014603,2.1448252201080322,12.10934966802597,0.7856953740119934
64,elu,192,3,0.2,0.0007,100,8.196208953857422,2.862902190759828,2.1843128204345703,12.658172845840454,0.7826375961303711
32,elu,256,3,0.1,0.0003,100,8.256665229797363,2.873441356596192,2.169532299041748,12.289080023765564,0.7810342907905579
64,elu,256,3,0.2,0.0005,100,8.337069511413574,2.887398398457264,2.1967804431915283,12.731145322322845,0.778901994228363
32,elu,192,3,0.2,0.0007,100,8.563117027282715,2.92628040817737,2.2404563426971436,12.897291779518127,0.7729072570800781
64,elu,256,2,0.2,0.0007,100,8.673742294311523,2.945121779198871,2.2560553550720215,13.025052845478058,0.7699734568595886
32,elu,256,2,0.2,0.0007,100,9.029685974121094,3.0049435891745278,2.3043501377105713,13.341455161571503,0.76053386926651
64,elu,256,3,0.2,0.0003,100,9.503206253051758,3.0827270805330396,2.369490146636963,13.697636127471924,0.7479761838912964
32,elu,256,3,0.2,0.0007,100,9.537314414978027,3.0882542665684163,2.370877742767334,13.511347770690918,0.7470716238021851
32,elu,256,2,0.2,0.0005,100,9.556679725646973,3.091387993385329,2.381432056427002,13.821391761302948,0.7465580701828003
32,elu,192,2,0.2,0.0005,100,9.707023620605469,3.115609670771592,2.387512683868408,13.760708272457123,0.7425709962844849
32,elu,192,3,0.2,0.0005,100,10.044607162475586,3.1693228239602833,2.440120220184326,13.995379209518433,0.7336182594299316
64,elu,192,2,0.2,0.0007,100,10.527756690979004,3.2446504728520456,2.4989190101623535,14.322087168693542,0.720805287361145
32,elu,192,2,0.2,0.0007,100,10.682779312133789,3.2684521278632475,2.514801263809204,14.46760892868042,0.7166940569877625
32,elu,256,3,0.2,0.0005,100,10.89013671875,3.300020714897105,2.5390465259552,14.362484216690063,0.7111949920654297
64,elu,192,2,0.1,0.0003,100,10.934866905212402,3.3067910283554967,2.5432353019714355,14.131669700145721,0.7100087404251099
32,elu,256,3,0.2,0.0003,100,11.181966781616211,3.343944793446239,2.574289321899414,14.658565819263458,0.7034556865692139
64,elu,256,3,0.2,0.0007,100,11.430956840515137,3.380969807690559,2.614410400390625,14.791403710842133,0.696852445602417
64,elu,192,3,0.2,0.0003,100,11.700511932373047,3.4206011068777147,2.642112970352173,14.948490262031555,0.6897039413452148
64,elu,192,3,0.2,0.0005,100,11.94588851928711,3.4562824709920785,2.6773622035980225,15.124943852424622,0.6831965446472168
64,elu,256,2,0.2,0.0005,100,12.326725006103516,3.5109436062266104,2.7380287647247314,15.473367273807526,0.6730968356132507
64,elu,192,2,0.2,0.0005,100,12.385519027709961,3.5193066117787977,2.7528252601623535,15.552940964698792,0.6715376377105713
32,elu,192,3,0.2,0.0003,100,12.525697708129883,3.5391662447714833,2.7676548957824707,15.600281953811646,0.6678200960159302
32,elu,256,2,0.2,0.0003,100,12.602603912353516,3.55001463551258,2.785351514816284,15.818582475185394,0.6657805442810059
64,elu,192,2,0.2,0.0003,100,12.770790100097656,3.573624224802834,2.803922653198242,15.833976864814758,0.6613202691078186
32,elu,192,2,0.2,0.0003,100,12.893218994140625,3.590712881050311,2.8199260234832764,16.018562018871307,0.6580734848976135
64,elu,256,2,0.2,0.0003,100,13.059529304504395,3.6137970757230398,2.8476226329803467,16.209252178668976,0.653662919998169
